Genus	GQ	Species	SQ	Subspecies	Author	Comment	onButton	abbreviation	HigherTaxon
Phormocyrtis		cubensis			(Riedel and Sanfilippo)		n		Theoperidae
Phormocyrtis		embolum			Ehrenberg		n		Theoperidae
Phormocyrtis		ligulata			Clark & Campbell		n		others
Phormocyrtis		proxima			Clark and Campbell		n		Theoperidae
Phormocyrtis		striata			Wetzel		y	S striata	Theoperidae
Phormocyrtis		turgida			(Krasheninnikov)		n		Theoperidae
Phormospyris		thespios			Goll and Bjoerklund 		n		Trissocyclidae
Phormospyris		tricornis			Haeckel		n		others
Phormospyris		tricostata			Haeckel		n		Trissocyclidae
Phormostichoartus		caryoforma			(Caulet) Nigrini and Caulet		n		Artostrobiidae
Phormostichoartus		corbula			(Harting) Nigrini		y	S corbula	Artostrobiidae
Phormostichoartus		crustula			(Caulet) Nigrini and Caulet		n		Artostrobiidae
Phormostichoartus		doliolum			Riedel and Sanfilippo		y	L doliolum	Artostrobiidae
Phormostichoartus		fistula			Nigrini		y	L fistula	Artostrobiidae
Phormostichoartus		furcaspiculata			(Popofsky) Caulet		n		Artostrobiidae
Phormostichoartus		marylandicus			(Martin)		y	L marylandicus	Artostrobiidae
Phormostichoartus		multiseriatus			(Ehrenberg) Caulet		n		Artostrobiidae
Phormostichoartus		pitomorphus			Caulet 		n		Artostrobiidae
Phormostichoartus		platycephala			(Ehrenberg) Caulet		n		Artostrobiidae
Phormostichoartus		schneideri			Nigrini and Caulet 		n		Artostrobiidae
Phormostichoartus		strongi			Hollis		n		Artostrobiidae
Phorticium		clevei			(Joergensen) Petrushevskaya		n		Pyloniidae
Phorticium		pylonium			Haeckel		n		Pyloniidae
Phrenocodon		clathrostomium			Haeckel		n		Theoperidae
Plagiacantha		arachnoides			Claparede		n		Plagiacanthidae
Plagiacantha		panarium			Dumitrica 		n		Plagiacanthidae
Plannapus		hornibrooki			O'Connor		n		Artostrobiidae
Plannapus		mauricei			O'Connor		n		Artostrobiidae
Plannapus		microcephalus			O'Connor		n		Artostrobiidae
Platybursa		clathrobursa			(Haeckel) Petrushevskaya		n		Trissocyclidae
Plectacantha		cremastoplegma			Nigrini 		n		Plagiacanthidae
Plectacantha		oikiskos			Joergensen		n		Plagiacanthidae
Plectacantha		trichoides			Jorgensen		n		Plagiacanthidae
Plectagonidium		deflandrei			Cachon and Cachon		n		Plagiacanthidae
Plectodiscus		bergontianus			(Carnevale) Petrushevskaya and Kozlova		n		Spongodiscidae
Plectopyramis		dodecomma			Haeckel		n		Theoperidae
Plegmosphaera		coelopila			Haeckel		n		Actinommidae
Plegmosphaera		entodictyon			Haeckel		n		Actinommidae
Plegmosphaera		exodictyon			Haeckel		n		Actinommidae
Plegmosphaera		lepticali			Renz 		n		Actinommidae
Plegmosphaera		oblonga			Takahashi		n		Actinommidae
Plegmosphaera		pachypila			Haeckel		n		Actinommidae
Plegmosphaera		pachyplegma			Haeckel		n		Actinommidae
Pleuropodium	(?)	tortuosum			Nishimura		n		Plagiacanthidae
Podobursa		helvetica			Ruest		n		others
Podobursa		pantanelli			Riedel and Sanfilippo		n		others
Podobursa		polylophia			Foreman		n		others
Podobursa		tetracola			Foreman		n		others
Podobursa		triacantha			Foreman		n		others
Podobursa		tricola			Foreman		n		others
Podocapsa		amphitreptera			Foreman		n		others
Podocyrtis		acalles			Sanfilippo and Riedel		n		Pterocorythidae
Podocyrtis		ampla			(Ehrenberg) Nigrini		n		Pterocorythidae
Podocyrtis		apeza			Sanfilippo and Riedel 		n		Pterocorythidae
Podocyrtis		aphorma			Riedel		n		Pterocorythidae
Podocyrtis		argulus			Ehrenberg		n		Pterocorythidae
Podocyrtis		chalara			Riedel		y	P chalara	Pterocorythidae
Podocyrtis		coronatus			(Ehrenberg) Petrushevskaya and Kozlova		n		Pterocorythidae
Podocyrtis		diamesa			Riedel		n		Pterocorythidae
Podocyrtis		dorus			Sanfilippo		n		Pterocorythidae
Podocyrtis		fasciolata			(Nigrini)		n		Pterocorythidae
Podocyrtis		goetheana			(Haeckel)		y	T goetheana	Pterocorythidae
Podocyrtis		helenae			Nigrini		n		Pterocorythidae
Podocyrtis		mitra			Ehrenberg		y	C mitra	Pterocorythidae
Podocyrtis		mitrella			Ehrenberg		n		Pterocorythidae
Podocyrtis		papalis			Ehrenberg		y	S papalis	Pterocorythidae
Podocyrtis		phyxis			Sanfilippo		n		Pterocorythidae
Podocyrtis		platypus			Sanfilippo		n		Pterocorythidae
Podocyrtis		sinuosa			Ehrenberg		y	D sinuosa	Pterocorythidae
Podocyrtis		trachodes			Riedel		n		Pterocorythidae
Porodiscus		concentricus			(Ehrenberg) Haeckel		n		Spongodiscidae
Praecaneta		cosmoconica			Pessagno et al.		n		others
Praeconosphaera		sphaeroconus			Yang		n		others
Praemesosaturnalis		multidentatus			Kozur and Mostler		n		others
Praestylosphaera		pusilla			Empson-Morin		n		others
Praexitus		alievi			Foreman		n		others
Protoscenium		simplex			Joergensen		n		Plagiacanthidae
Protoxiphotractus		perplexus			Pessagno		n		others
Protunuma		japonicus			Matsuoka		n		others
Protunuma	(?)	ochiensis			Matsuoka		n		others
Protunuma		turbo			Matsuoka		n		others
Prunobrachium		aucklandensis			Pessagno		n		others
Prunobrachium		kennetti			Pessagno		n		others
Prunobrachium		longum			Pessagno		n		others
Prunopyle		hayesi			Chen		y	C hayesi	Actinommidae
Prunopyle		monikae			(Petrushevakaya)		n		Actinommidae
Prunopyle		tetrapila			Hays 		y	B tetrapila	Actinommidae
Prunopyle		titan			Campbell and Clark		y	D titan	Actinommidae
Prunopyle		trypopyrena			Caulet		n		Actinommidae
Pseudoaulophacus		floresensis			Pessagno		n		others
Pseudoaulophacus		lenticularis			Pessagno		n		others
Pseudoaulophacus		pargueraensis			Pessagno		n		others
Pseudoaulophacus		praefloresensis			Pessagno		n		others
Pseudoaulophacus		sculptus			Squinabol		n		others
Pseudoaulophacus		venadoensis			Pessagno		n		others
Pseudocubus		obeliscus			Haeckel		n		Plagiacanthidae
Pseudocubus		octostylus			Haeckel		n		Plagiacanthidae
Pseudocubus		vema			(Hays) Petrushevskaya		n		Plagiacanthidae
Pseudocubus		warreni			Goll 		n		Plagiacanthidae
Pseudodictyomitra		carpatica			Lozynak		n		others
Pseudodictyomitra		excellens			Tan		n		others
Pseudodictyomitra		lanceloti			Schaaf		n		others
Pseudodictyomitra		leptoconica			Foreman		n		others
Pseudodictyomitra		lilyae			Tan		n		others
Pseudodictyomitra		nuda			Schaaf		n		others
Pseudodictyomitra		primitiva			Matsuoka and Yao		n		others
Pseudodictyomitra		pseudomacrocephala			Squinabol		n		others
Pseudodictyomitra		sagitafera			Aliev		n		others
Pseudodictyophimus		amundseni			Goll and Bjoerklund 		n		Plagiacanthidae
Pseudodictyophimus		callosus			(Petrushevskaya) Caulet		n		Plagiacanthidae
Pseudodictyophimus		galeatus			Caulet		n		Plagiacanthidae
Pseudodictyophimus		gracilipes			Caulet 		n		Plagiacanthidae
Pseudodictyophimus		horrida			Petrushevskaya		n		Plagiacanthidae
Pseudodictyophimus		platycephalus			(Haeckel)		n		Plagiacanthidae
Pseudodictyophimus		tanythorax			Funakawa		n		Plagiacanthidae
Pseudoeucyrtis		elido			Schaaf		n		others
Pseudoeucyrtis		hanni			Tan		n		others
Pseudoeucyrtis		tenuis			Ruest		n		others
Pseudoeucyrtis		zhamoidai			Foreman		n		others
Psychospyris		grandis			Riedel and Sanfilippo		n		Trissocyclidae
Psychospyris		intermedia			Riedel and Sanfilippo		n		Trissocyclidae
Psychospyris		parva			Riedel and Sanfilippo		n		Trissocyclidae
Pterocanium		audax			(Riedel)		y	D audax	Theoperidae
Pterocanium		auritum			Nigrini and Caulet 		n		Theoperidae
Pterocanium		charybdeum			Mueller		n		Theoperidae
Pterocanium		contiguum			Ehrenberg		n		Theoperidae
Pterocanium	(?)	gigas			Nishimura		n		Theoperidae
Pterocanium		grandiporus			Nigrini 		n		Theoperidae
Pterocanium		korotnevi			(Dogel) in Dogel and Reshetnyak 		n		Theoperidae
Pterocanium		orcinum			Haeckel		n		Theoperidae
Pterocanium		praetextum			(Ehrenberg) Haeckel		n		Theoperidae
Pterocanium		prismatium			Riedel		y	A prismatium	Theoperidae
Pterocanium	(?)	procerum			Nishimura		n		Theoperidae
Pterocanium		satelles			(Kozlova) Petrushevskaya		n		Theoperidae
Pterocodon		ampla			(Brandt)		n		Theoperidae
Pterocodon		anteclinata			Foreman		n		Theoperidae
Pterocodon		campana			Ehrenberg		n		Theoperidae
Pterocodon		campanella			Ehrenberg		n		others
Pterocodon		lex			Sanfilippo		n		Theoperidae
Pterocodon		poculum			Nishimura		n		others
Pterocodon		tenellus			Foreman		n		Theoperidae
Pterocorys		campanula			Haeckel		n		Pterocorythidae
Pterocorys		clausus			(Popofsky) Petrushevskaya and Kozlova		n		Pterocorythidae
Pterocorys		hertwigii			(Haeckel) Petrushevskaya		n		Pterocorythidae
Pterocorys		longicollis			Caulet		n		Pterocorythidae
Pterocorys		macroceras			(Popofsky) Petrushevskaya		n		Pterocorythidae
Pterocorys		minythorax			(Nigrini) Nigrini and Moore		n		Pterocorythidae
Pterocorys		sabae			(Ehrenberg) Haeckel		n		Pterocorythidae
Pterocorys		zancleus			(Mueller) Nigrini and Moore		n		Pterocorythidae
Pterocyrtidium		barbadense			Petrushevskaya and Kozlova		n		others
Pterocyrtidium	(?)	borisenkoi			Nishimura		n		Theoperidae
Pterocyrtidium		genriettae			Nishimura		n		Theoperidae
Pteropilium		stratiotes			Haeckel		n		Plagiacanthidae
Pteroscenium		pinnatum			Haeckel		n		Plagiacanthidae
Pterosyringium		hamata			OConnor		n		others
Pylolena		armata			Haeckel		n		Pyloniidae
Pylospira		octopyle			Haeckel		n		Litheliidae
Rhabdolithis		ellida			Sanfilippo and Riedel		n		Plagiacanthidae
Rhabdolithis		pipa			Ehrenberg		n		Plagiacanthidae
Rhaphidozoum		pandora			Haeckel		n		Sphaerozoidae
Rhizoplegma		boreale			Popofsky 		n		Actinommidae
Rhizoplegma		densum			Blueford		n		Actinommidae
Rhodospyris		anthocyrtis			(Haeckel) Petrushevskaya and Kozlova		n		Trissocyclidae
Rhodospyris		tricornis			Haeckel		n		Trissocyclidae
Rhopalastrum		abyssorum			(Ehrenberg) Petrushevskaya		n		Spongodiscidae
Rhopalastrum		angulatum			(Ehrenberg) Petrushevskaya and Kozlova		n		Spongodiscidae
Rhopalastrum		oraculibrachium			Caulet		n		Spongodiscidae
Rhopalastrum		oracutibrachium			Caulet		n		Spongodiscidae
Rhopalocanium		ornatum			Ehrenberg		n		Theoperidae
Rhopalodictyum		californicum			Clark & Campbell		n		others
Rhopalosyringium		antirrhopum			Riedel		n		others
Rhopalosyringium		colpodes			Foreman		n		others
Rhopalosyringium		hispidum			O'Dogherty		n		others
Rhopalosyringium		magnificum			Campbell and Clark		n		others
Rhopalosyringium		majuroensis			Schaaf		n		others
Rhopalosyringium		petilum			O'Dogherty		n		others
Ristola		altissima			Ruest		n		others
Saccospyris		antarctica			Haecker		y	C antarctica	Cannobotryidae
Saccospyris		conithorax			Petrushevskaya 		n		Cannobotryidae
Saccospyris		preantarctica			Petrushevskaya 		n		Cannobotryidae
Saitoum		cepeki			Schaaf		n		others
Saturnalis		circularis			Haeckel		y	T circularis	Actinommidae
Saturnalis		kennetti			Dumitrica		n		others
Savaryella		quadra			O'Dogherty		n		others
Schizodiscus		codrant			Petrushevskaya		n		Spongodiscidae
Schizodiscus		disymmetricus			Dogel		n		Spongodiscidae
Schizodiscus		favus			(Ehrenberg) Petrushevskaya		n		Spongodiscidae
Sciadiocapsa		monticelloensis			Squinabol		n		others
Sciadiocapsa		speciosa			Squinabol		n		others
Semantis		gracilis			Popofsky		n		Trissocyclidae
Sethocapsa		dorysphaeroides			Neviani		n		others
Sethocapsa		leiostraca			Foreman		n		others
Sethocapsa		trachyostraca			Foreman		n		others
Sethocapsa		uterculus			Parona		n		others
Sethochytris		babylonis			(Clark and Campbell) Riedel and Sanfilippo		y	S babylonis	Theoperidae
Sethochytris		chrysallis					n		others
Sethoconus		myxobrachia			Strelkov 		n		Theoperidae
Sethoconus		tabulatus			Haeckel		n		Theoperidae
Sethocytris		cavipodis			O'Connor		n		Theoperidae
Sethodiscus		macrococcus			Haeckel		n		Coccodiscidae
Sethophormis		aurelia			Haeckel		n		Plagiacanthidae
Siphocampe		acephala			(Ehrenberg)		n		Artostrobiidae
Siphocampe		altamontensis			(Campbell and Clark)		n		Artostrobiidae
Siphocampe		arachnea			(Ehrenberg) Nigrini		n		Artostrobiidae
Siphocampe		bassilis			(Foreman) Sanfilippo and Riedel		n		Artostrobiidae
Siphocampe		daseia			Sanfilippo and Riedel		n		others
Siphocampe		elizabethae			(Clark and Campbell)		n		Artostrobiidae
Siphocampe		grantmackiei			O'Connor		n		Artostrobiidae
Siphocampe		imbricata			(Ehrenberg)		n		Artostrobiidae
Siphocampe		lineata			(Ehrenberg) Nigrini		y	C lineata	Artostrobiidae
Siphocampe		minuta			(Clark and Campbell)		n		Artostrobiidae
Siphocampe		modeloensis			(Campbell and Clark) Caulet		n		Artostrobiidae
Siphocampe		nodosaria			(Haeckel)		y	S nodosaria	Artostrobiidae
Siphocampe		pachyderma			(Ehrenberg)		n		Artostrobiidae
Siphocampe		quadrata			Petrushevskaya and Kozlova		n		Artostrobiidae
Siphocampe		septata			(Petrushevskaya)		n		Artostrobiidae
Siphocampe		stathmeporoides			(Petrushevskaya)		n		Artostrobiidae
Siphocampium		davidi			Schaaf		n		others
Siphocampium		rutteni			Tan		n		others
Siphonosphaera		cyathina			Haeckel		n		Collosphaeridae
Siphonosphaera		hyalina			Caulet 		n		Collosphaeridae
Siphonosphaera		magnisphaera			Takahashi		n		Collosphaeridae
Siphonosphaera		martensi			Brandt		n		Collosphaeridae
Siphonosphaera		patinaria			Haeckel		n		others
Siphonosphaera		polysiphonia			Haeckel		n		Collosphaeridae
Siphonosphaera		socialis			Haeckel		n		Collosphaeridae
Siphonosphaera		tenera			Brandt		n		Collosphaeridae
Siphonosphaera		vesuvius			Lazarus 		n		Collosphaeridae
Siphostichartus		corona			(Haeckel) Nigrini		y	C corona	Artostrobiidae
Siphostichartus		praecorona			Nigrini 		n		Artostrobiidae
Solenosphaera		omnitubus			Riedel and Sanfilippo		y	L omnitubus	Collosphaeridae
Solenosphaera		polysolenia			Strelkov 		n		Collosphaeridae
Solenosphaera		zanguebarica			Brandt		n		Collosphaeridae
Solenotryma		ichikawai			Matsuoka		n		others
Sphaeropyle		antarctica			(Dreyer) 		n		Actinommidae
Sphaeropyle		langii			Dreyer		y	P langii	Actinommidae
Sphaeropyle		mespilus			Dreyer		n		Actinommidae
Sphaeropyle		robusta			Kling		y	E robusta	Actinommidae
Sphaeropyle		thirencis			Schaaf		n		others
Sphaerozoum		crassus			Goll 		n		Collosphaeridae
Sphaerozoum		punctatum			Mueller		n		Collosphaeridae
Spirema		circularis			Nakaseko in Nakaseko and Sugano 		n		Pyloniidae
Spirema		melonia			Haeckel		n		Pyloniidae
Spirocyrtis		greeni			OConnor		n		others
Spirocyrtis		gyroscalaris			Nigrini 		n		Artostrobiidae
Spirocyrtis		scalaris			Haeckel		n		Artostrobiidae
Spirocyrtis		subscalaris			Nigrini 		n		Artostrobiidae
Spirocyrtis		subtilis			Petrushevskaya 		n		Artostrobiidae
Spongaster		berminghami			(Campbell and Clark) Riedel and Sanfilippo		y	G berminghami	Spongodiscidae
Spongaster		pentas			Riedel and Sanfilippo		y	S pentas	Spongodiscidae
Spongaster		tetras			Ehrenberg		y	C tetras	Spongodiscidae
Spongasteriscus		marylandicus			Martin 		n		Spongodiscidae
Spongatractus		balbis			Sanfilippo and Riedel		n		Actinommidae
Spongatractus		pachystylus			(Ehrenberg)		y	T pachystylus	Actinommidae
Spongobrachium		ellipticum			Haeckel		n		Spongodiscidae
Spongocapsula		palmerae			Pessagno		n		others
Spongocapsula		perampla			Ruest		n		others
Spongocapsula		zamoraensis			Pessagno		n		others
Spongocyclia		lanigera			Renz		n		others
Spongocyclia		trachodes			Renz		n		others
Spongodictyon		spongiosum			(Mueller)		n		Actinommidae
Spongodiscus		ambus			Sanfilippo 		n		Spongodiscidae
Spongodiscus		americanus			Kozlova		n		others
Spongodiscus		biconcavus			Haeckel		n		Spongodiscidae
Spongodiscus		craticulatus			(Stoehr) Petrushevskaya		n		Spongodiscidae
Spongodiscus		cruciferus			(Clark and Campbell)		n		Spongodiscidae
Spongodiscus		gigas			Campbell and Clark		n		Spongodiscidae
Spongodiscus		klingi			Caulet 		n		Spongodiscidae
Spongodiscus		osculosus			(Dreyer)		n		Spongodiscidae
Spongodiscus		phrix			Sanfilippo and Riedel		n		Spongodiscidae
Spongodiscus		pulcher			Clark and Campbell		n		Spongodiscidae
Spongodiscus		quartus			(Borisenko) Sanfilippo and Riedel		n		Spongodiscidae
Spongodiscus		resurgens			Ehrenberg		n		Spongodiscidae
Spongodiscus		rhabdostylus			(Ehrenberg)		n		Spongodiscidae
Spongodiscus		setosus			(Dreyer) Petrushevskaya		n		Spongodiscidae
Spongodrymus		elaphococcus			Haeckel		n		Actinommidae
Spongoliva		ellipsoides			Popofsky		n		Coccodiscidae
Spongomelissa		adunca			Sanfilippo and Riedel		n		Plagiacanthidae
Spongomelissa		cucumella			Sanfilippo and Riedel		n		Plagiacanthidae
Spongomelissa		dilli			Chen		n		Plagiacanthidae
Spongoplegma		rugosa			Hollande 		n		Actinommidae
Spongoplegma		variabile			Nakaseko		n		Actinommidae
Spongopyle		ecleptos			Renz		n		others
Spongopyle		insolita			Kozlova		n		others
Spongopyle		osculosa			Dreyer		y	A osculosa	Spongodiscidae
Spongopyle		stauromorphos			Renz		n		others
Spongopyle		trabeata			Renz		n		others
Spongosphaera		helioides			Haeckel 		n		Actinommidae
Spongosphaera		streptacantha			Haeckel		n		Actinommidae
Spongotripus		trigonus			Ruest		n		others
Spongotrochus		americanus			Kozlova and Gorbovets		n		Spongodiscidae
Spongotrochus		glacialis			Popofsky 		y	C glacialis	Spongodiscidae
Spongotrochus		longispinus			Haeckel		n		Spongodiscidae
Spongotrochus		vitabilis			Goll and Bjoerklund 		n		Spongodiscidae
Spongurus		bilobatus			Clark and Campbell		n		Spongodiscidae
Spongurus		cauleti			Goll and Bjoerklund		n		Spongodiscidae
Spongurus		cylindricus			Haeckel		n		Spongodiscidae
Spongurus	(?)	irregularis			Nishimura		n		Spongodiscidae
Spongurus		pylomaticus			Riedel 		n		Spongodiscidae
Spongurus		quadratus			Campbell and Clark		n		others
Spongurus		sp.	cf. elliptica		(Ehrenberg)		n		Spongodiscidae
Spongurus		spatulaeformis			Clark		n		Spongodiscidae
Squinabollum		fossilis			Dumitrica		n		others
Staurosphaera		glebulosa			Foreman		n		others
Staurosphaera		hindei			Squinabol		n		others
Staurosphaeretta		euganea			Squinabol		n		others
Stauroxiphos		communis			Carnevale 		n		Actinommidae
Stephanastrum		inflexum			Ruest		n		others
Stichocampe		bironec			Renz 		n		Theoperidae
Stichocampe	(?)	magnacornus			Nishimura		n		Theoperidae
Stichocapsa		campi			Petrushevskaya		n		others
Stichocapsa		cribata			Hinde		n		others
Stichocapsa		decora			Ruest		n		others
Stichocapsa		euganea			Squinabol		n		others
Stichocapsa		perspicua			Squinabol		n		others
Stichocapsa		robusta			Matsuoka		n		others
Stichocorys		armata			(Haeckel) Riedel and Sanfilippo		n		Theoperidae
Stichocorys		delmontensis			(Campbell and Clark) Sanfilippo and Riedel		y	C delmontensis	Theoperidae
Stichocorys		diploconus			(Haeckel) Sanfilippo and Riedel		n		Theoperidae
Stichocorys		greeni			O'Connor 		n		Theoperidae
Stichocorys		johnsoni			Caulet		y	D johnsoni	Theoperidae
Stichocorys		negripontensis			O'Connor		n		Theoperidae
Stichocorys		peregrina			(Riedel)		y	E peregrina	Theoperidae
Stichocorys		wolffii			Haeckel		y	B wolffii	Theoperidae
Stichomitra		communis			Squinabol		n		others
Stichomitra		livermorensis			Foreman		n		others
Stichopilidium		columba			(Haeckel)		n		Theoperidae
Stichopilidium		kruegeri			(Popofsky) Nishimura and Yamauchi		n		Theoperidae
Stichopilidium		sphinx			(Ehrenberg) Petrushevskaya & Kozlova		n		Theoperidae
Stichopilium		bicorne			Haeckel		n		Theoperidae
Stichopilium		variabilis			Popofsky 		n		Theoperidae
Stigmosphaera		cruciata			Hollande and Enjumet		n		Actinommidae
Stomatosphaera		haackei			(Dreyer)		n		Pyloniidae
Streblacantha		circumtexta			(Joergensen) Joergensen		n		Pyloniidae
Striatojaponocapsa		lacrimalis			O'Dogherty		n		others
Stylacontarium		acquilonium			(Hays) Kling		y	C acquilonium	Actinommidae
Stylacontarium		bispiculum			Popofsky		y	C bispiculum	Actinommidae
Stylatractus		coronatus			(Ehrenberg)		n		Actinommidae
Stylatractus		fragilis			Haeckel		n		Actinommidae
Stylatractus		giganteus			Haeckel		n		Actinommidae
Stylatractus		neptunus			Haeckel		y	L neptunus	Actinommidae
Stylatractus		ostracion			(Haeckel)		n		Actinommidae
Stylatractus		pluto			(Haeckel)		n		Actinommidae
Stylatractus		santaennae			(Campbell and Clark) Petrushevskaya and Kozlova		n		Actinommidae
Stylatractus		transparum			Lazarus		n		Actinommidae
Stylatractus		universus			Hays		y	C universus	Actinommidae
Stylocapsa		catenarum			Matsuoka		n		others
Stylocapsa		oblongula			Baumgartner		n		others
Stylocapsa		tecta			Matsuoka		n		others
Stylochlamydium		asteriscus			Haeckel		n		Spongodiscidae
Stylochlamydium		venustum			(Bailey) Haeckel		n		Spongodiscidae
Stylocyclia		dimidiata			Ehrenberg		n		Coccodiscidae
Stylodictya		aculeata			Joergensen		n		Spongodiscidae
Stylodictya		gracilis			Ehrenberg		n		Spongodiscidae
Stylodictya		hastata			Ehrenberg		n		Spongodiscidae
Stylodictya		inaequalispina			Clark		n		Spongodiscidae
Stylodictya		multispina			Haeckel		y	D multispina	Spongodiscidae
Stylodictya		ocellata			Ehrenberg		n		Spongodiscidae
Stylodictya		orbiculata			(Haeckel) Petrushevskaya and Kozlova		n		Spongodiscidae
Stylodictya		rosella			Petrushevskaya 		n		Spongodiscidae
Stylodictya		stellata			Bailey		n		Spongodiscidae
Stylodictya		tainemplekta			Caulet		n		Spongodiscidae
Stylodictya		targaeformis			(Clark and Campbell)		n		Spongodiscidae
Stylodictya		tenuispina			Joergensen 		n		Spongodiscidae
Stylodictya		validispina			Joergensen		n		Spongodiscidae
Stylosphaera		dixyphos			(Ehrenberg) Haeckel		n		Actinommidae
Stylosphaera		hexaxyphophora			(Campbell and Clark) Blueford		n		Actinommidae
Stylosphaera		hispida			Ehrenberg		n		Actinommidae
Stylosphaera		laevis			Ehrenberg		y	A laevis	Actinommidae
Stylosphaera		macrosphaera			Jackett et al.		n		others
Stylosphaera		minor			(Clark and Campbell) Sanfilippo and Riedel		n		Actinommidae
Stylosphaera		radiosa			Ehrenberg		n		Actinommidae
Stylospongia		huxleyi			Haeckel		n		Spongodiscidae
Stylotrochus		alveatus			Sanfilippo and Riedel		n		Spongodiscidae
Stylotrochus		charlestonensis			(Campbell and Clark)		n		Spongodiscidae
Stylotrochus		nitidus			Sanfilippo and Riedel		n		Spongodiscidae
Stylotrochus		quadribrachiatus			Sanfilippo and Riedel		n		Spongodiscidae
Stylotrochus		sol			Campbell and Clark		n		Spongodiscidae
Styptosphaera		spongiacea			Haeckel		n		Actinommidae
Styptosphaera		spumacea			Haeckel		n		Actinommidae
Suna		echiodes			Foreman		n		others
Suna		hybum			Foreman		n		others
Tepka		perforata			Sanfilippo and Riedel		n		Unknown
Teshysetta		sphaerica			Steiger		n		others
Tessarastrum		thiedei			Goll and Bjoerklund		n		Spongodiscidae
Tethysetta		ananassa			Ruest		n		others
Tethysetta		boesii			Parona		n		others
Tetracorethra		tetracorethra			Haeckel 		n		Pterocorythidae
Tetraphormis		dodecaster			(Haeckel) Takahashi		n		Plagiacanthidae
Tetraplecta		pinigera			Haeckel		n		Plagiacanthidae
Tetraplecta		plectaniscus			Takahashi		n		Plagiacanthidae
Tetrapyle		octacantha			Mueller		n		Pyloniidae
Tetratrabs		zealis			Ozvoldova		n		others
Thanarla		brouweri			Mattson and Pessagno		n		others
Thanarla		conica			Mekik		n		others
Thanarla		elegantissima			Cita		n		others
Thanarla		lacrimula			O'Dogherty		n		others
Thanarla		praeveneta			Pessagno		n		others
Thanarla		pseudodecora			Tan		n		others
Thanarla		pulchra			Squinabol		n		others
Thanarla		veneta			Squinabol		n		others
Thecosphaera		akitaensis			Nakaseko 		n		Actinommidae
Thecosphaera		californica			Clark and Campbell		n		others
Thecosphaera		dedoensis			Nakaseko		n		others
Thecosphaera		inermis			(Haeckel) Haeckel		n		Actinommidae
Thecosphaera		japonica			Nakaseko 		n		Actinommidae
Thecosphaera		larnacium			Sanfilippo and Riedel		n		Actinommidae
Thecosphaera		miocenica			Nakaseko 		n		Actinommidae
Thecosphaera		pseudojaponica			Nakaseko		n		Actinommidae
Thecosphaera		radians			Hollande 		n		Actinommidae
Thecosphaera		sanfilippoae			Blueford		n		Actinommidae
Thecosphaerella		agdaraensis			(Mamedov) Sanfilippo and Riedel		n		Actinommidae
Thecosphaerella		glebulenta			Sanfilippo and Riedel		n		Actinommidae
Thecosphaerella		ptomatus			Sanfilippo and Riedel		n		Actinommidae
Thecosphaerella		rotunda			(Borisenko) Sanfilippo and Riedel		n		Actinommidae
Theocampe		apicata			Foreman		n		others
Theocampe		ascalia			Foreman		n		others
Theocampe		ixys			Riedel		n		others
Theocampe		tina			Sanfilippo and Riedel		n		others
Theocampe		urna			Petrushevskaya		n		others
Theocampe		vanderhoofi			Campbell and Clark		n		others
Theocamptra		formaster			Petrushevskaya		n		Artostrobiidae
Theocamptra		spirocyrtis			Petrushevskaya 		n		Artostrobiidae
Theocapsa		elata			Tan		n		others
Theocapsomma		amphora			Campbell		n		others
Theocapsomma		cordis			Kocher		n		others
Theocorys		acroria			Foreman		n		Theoperidae
Theocorys		anaclasta			Riedel		n		Theoperidae
Theocorys		anapographa			Riedel		n		Theoperidae
Theocorys		bianulus			O'Connor		n		others
Theocorys		cretica			(Ehrenberg) Haeckel		n		Theoperidae
Theocorys		phyzella			Foreman		n		Theoperidae
Theocorys		plesioanaclasta			Kamikuri & Moore in Kamikuri et al. 		n		others
Theocorys		puriri			O'Connor		n		Theoperidae
Theocorys		redondoensis			(Campbell and Clark) Kling		y	D redondoensis	Theoperidae
Theocorys		saginata			Takemura and Ling 		n		Theoperidae
Theocorys		spongoconus			Kling		y	L spongoconus	Theoperidae
Theocorys		veneris			Haeckel		n		Theoperidae
Theocorythium		trachelium			(Ehrenberg) Nigrini		y	S trachelium	Pterocorythidae
Theocorythium		vetulum			Nigrini		y	C vetulum	Pterocorythidae
Theocotyle		conica			Foreman		n		Theoperidae
Theocotyle		cryptocephala			(Ehrenberg) Sanfilippo and Riedel		n		Theoperidae
Theocotyle		nigriniae			Riedel and Sanfilippo 		n		Theoperidae
Theocotyle		venezuelensis			Riedel and Sanfilippo		n		Theoperidae
Theocotylissa		alpha			Foreman		n		Theoperidae
Theocotylissa		auctor			Foreman		n		Theoperidae
Theocotylissa		ficus			(Ehrenberg)		y	G ficus	Theoperidae
Theocotylissa		fimbria			Foreman		n		Theoperidae
Theocyrtis		annosa			(Riedel)		y	T annosa	Pterocorythidae
Theocyrtis		careotuberosa			Nigrini & Sanfilippo in Nigrini et al.		y	C careotuberosa	others
Theocyrtis		diabloensis			Clark		n		Pterocorythidae
Theocyrtis		litos			(Clark and Campbell)		n		Pterocorythidae
Theocyrtis		perpumila			Sanfilippo in Nigrini et al.		y	C perpumila	others
Theocyrtis		perysinos			Nigrini & Sanfilippo in Nigrini et al.		n		others
