Genus	GQ	Species	SQ	Subspecies	Author	Comment	onButton	abbreviation	HigherTaxon
Theocyrtis		robusta			(Clark andCampbell) Caulet		n		Pterocorythidae
Theocyrtis		setanios			Nigrini & Sanfilippo in Nigrini et al.		n		others
Theocyrtis		tuberosa			Riedel		y	D tuberosa	Pterocorythidae
Theopilium		tricostatum			Haeckel		n		Theoperidae
Tholodiscus		splendens			(Ehrenberg) Petrushevskaya and Kozlova		n		Spongodiscidae
Tholoma		metallasson			Haeckel		n		Tholoniidae
Tholospira		cervicornis			Haeckel		n		Pyloniidae
Tholospira		dendrophora			Haeckel		n		Pyloniidae
Tholospyris		anthophora			(Haeckel)		y	L anthophora	Trissocyclidae
Tholospyris		baconiana			Goll 		n		Trissocyclidae
Tholospyris		capoi			(Goll) De Wever et al.		n		Trissocyclidae
Tholospyris		cortinisca			(Haeckel) Goll		n		Trissocyclidae
Tholospyris		devexa			Goll 		n		Trissocyclidae
Tholospyris		fornicata			Popofsky 		n		Trissocyclidae
Tholospyris		gephyristes			Huelsemann 		n		Trissocyclidae
Tholospyris		infericosta			Goll 		n		Trissocyclidae
Tholospyris		kantiana			(Haeckel) Goll		n		Trissocyclidae
Tholospyris		macropora			Takahashi		n		Trissocyclidae
Tholospyris		mammillaris			(Haeckel) 		n		Trissocyclidae
Tholospyris		procera			Goll 		n		Trissocyclidae
Tholospyris		rhombus			Goll		n		Trissocyclidae
Tholospyris		scaphipes			(Haeckel) Goll		n		Trissocyclidae
Tholospyris		tripodiscus			Haeckel		n		Trissocyclidae
Thyrsocyrtis		bromia			Ehrenberg		y	D bromia	Theoperidae
Thyrsocyrtis		clausa			Chen 		n		Theoperidae
Thyrsocyrtis		hirsuta			(Krasheninnikov) Riedel and Sanfilippo		n		Theoperidae
Thyrsocyrtis		krooni			Sanfilippo and Blome		y	D krooni	others
Thyrsocyrtis		lochites			Sanfilippo		y	B lochites	Theoperidae
Thyrsocyrtis		orthotenes			Sanfilippo in Nigrini et al.		y	E orthotenes	others
Thyrsocyrtis		pinguisicoides			O'Connor		n		others
Thyrsocyrtis		rhizodon			Ehrenberg		y	P rhizodon	Theoperidae
Thyrsocyrtis		robusta			Riedel and Sanfilippo		n		Theoperidae
Thyrsocyrtis		schomburgkii			(Ehrenberg)		n		Theoperidae
Thyrsocyrtis		tarsipes			Foreman		n		Theoperidae
Thyrsocyrtis		tensa			Foreman		n		Theoperidae
Thyrsocyrtis		tetracantha			(Ehrenberg)		y	S tetracantha	Theoperidae
Thyrsocyrtis		triacantha			(Ehrenberg)		y	L triacantha	Theoperidae
Torculum		coronatum			Squinabol		n		others
Transhsuum		brevicostatum			De Wever		n		others
Transhsuum		maxwelli			Pessagno		n		others
Triactinosphaera		morenoensis			Foreman		n		others
Triactoma		blakei			Pessagno		n		others
Tribonosphaera		centripetalis			Haeckel		n		Collosphaeridae
Triceraspyris		antarctica			(Haecker) Haecker		y	D antarctica	Trissocyclidae
Triceraspyris		coronata			Weaver 		n		Trissocyclidae
Triceraspyris		pacifica			Campbell and Clark		n		Trissocyclidae
Tricolocampe		vitrea			Krasheninnikov		n		Artostrobiidae
Tricolocapsa		bergontiana			(Ehrenberg) Petrushevskaya and Kozlova		n		Carpocaniidae
Tricolocapsa		conexa			Matsuoka		n		others
Tricolocapsa		yaoi			Matsuoka		n		others
Tricolospyris		leibnitziana			Haeckel		n		Trissocyclidae
Tricolospyris		newtoniana			Haeckel		n		Trissocyclidae
Trigonastrum		regulare			Haeckel		n		Spongodiscidae
Trigonocyclia		prima			Petrushevskaya		n		Coccodiscidae
Trilobatum		acuferum			Popofsky		n		Actinommidae
Tripilidium		clavipes			Clark and Campbell		n		Plagiacanthidae
Tripocalpis		cassidus			Nishimura		n		Plagiacanthidae
Tripocalpis		ellyae			Tan		n		others
Tripocalpis		simplex			Nishimura		n		Plagiacanthidae
Tripocyclia		trigonum			Ruest		n		others
Tripodiscinus		tumulosus			(Kozlova) Petrushevskaya and Kozlova		n		Plagiacanthidae
Tripophaenoscenium		laimingi			Campbell and Clark		n		Plagiacanthidae
Trisolenia		megalactis		megalactis	Ehrenberg 		n		Collosphaeridae
Trisolenia		megalactis			Ehrenberg		n		others
Tristylospyris		palmipes			Haeckel		n		Trissocyclidae
Trisulcus		nana			(Popofsky) Petrushevskaya		n		Plagiacanthidae
Trisulcus		triacanthus			Popofsky		n		Plagiacanthidae
Tritrabs		ewingi			Pessagno		n		others
Tympanidium		foliosum			Haeckel		n		Trissocyclidae
Tympanomma		binoctonum			Haeckel 		n		Trissocyclidae
Udan		undulata			Renz		n		Theoperidae
Ultranapora		crassispina			Squinabol		n		others
Valkyria		pukapuka			O'Connor		n		Theoperidae
Vallupus		hopsoni			Pessagno and Blome		n		others
Velicucullus		altus			Abelmann		n		Plagiacanthidae
Velicucullus		magnificum			(Clark and Campbell) Caulet		n		Plagiacanthidae
Velicucullus		oddgurneri			Bjorklund		n		Plagiacanthidae
Velicucullus		palaeocenica			Nishimura		n		Plagiacanthidae
Wildeus		punctulatus			Pessagno		n		others
Williriedellum		carpathicum			Dumitrica		n		others
Williriedellum		gilkeyi			Dumitrica		n		others
Williriedellum		peterschmittae			Schaaf		n		others
Windalia		epiplatys			Renz		n		others
Xiphatractus		brevispina			Carnevale 		n		Actinommidae
Xiphatractus		spumeus			Dumitrica 		n		Actinommidae
Xiphosphaera		fresnoensis			Petrushevskaya		n		others
Xiphosphaera		gaea			Haeckel		n		Actinommidae
Xiphosphaera		tesseractis			Dreyer 		n		Actinommidae
Xiphospira		fresnoensis			Petrushevskaya		n		others
Xitus		alievi			Schaaf		n		others
Xitus		asymbatos			Iwata and Kato		n		others
Xitus		spicularius			Aliev		n		others
Xitus		spinosus			Squinabol		n		others
Xitus		vermiculatus			Dumitrica et al.		n		others
Zhamoidellum		mikamense			Aita		n		others
Zhamoidellum		ornatum			Zhamoida		n		others
Zygocircus		buetschli			Haeckel		n		Trissocyclidae
Zygocircus		cimelium			Petrushevskaya		n		Trissocyclidae
Zygocircus		piscicaudatus			Popofsky 		n		Trissocyclidae
Zygocircus		productus			(Hertwig) Haeckel		n		Trissocyclidae
Zygospyris		brevispina			Carnevale 		n		Trissocyclidae
